date,store_id,city,product,units_sold,price,revenue
2025-07-06,S02,Delhi,Latte,3,66.64,199.92
2025-07-06,S02,Delhi,Cappuccino,8,95.67,765.36
2025-07-06,S02,Delhi,Americano,6,113.47,680.82
2025-07-06,S02,Delhi,Mocha,7,132.94,930.58
2025-07-06,S03,Bengaluru,Espresso,5,57.01,285.05
2025-07-06,S03,Bengaluru,Latte,7,67.77,474.39
2025-07-06,S03,Bengaluru,Cappuccino,7,92.44,647.08
2025-07-06,S03,Bengaluru,Americano,8,117.75,942.0
2025-07-06,S03,Bengaluru,Mocha,8,122.84,982.72
2025-07-06,S04,Chennai,Espresso,3,48.44,145.32
2025-07-06,S04,Chennai,Latte,6,73.29,439.74
2025-07-06,S04,Chennai,Cappuccino,5,99.37,496.85
2025-07-06,S04,Chennai,Americano,4,118.47,473.88
2025-07-06,S04,Chennai,Mocha,7,122.9,860.3
2025-07-06,S05,Kolkata,Espresso,5,43.03,215.15
2025-07-06,S05,Kolkata,Latte,7,67.85,474.95
2025-07-06,S05,Kolkata,Cappuccino,3,83.0,249.0
2025-07-06,S05,Kolkata,Americano,6,106.96,641.76
2025-07-06,S05,Kolkata,Mocha,4,123.52,494.08
2025-07-07,S01,Mumbai,Espresso,13,43.14,560.82
2025-07-07,S01,Mumbai,Latte,10,68.25,682.5
2025-07-07,S01,Mumbai,Cappuccino,3,93.38,280.14
2025-07-07,S01,Mumbai,Americano,3,103.3,309.9
2025-07-07,S01,Mumbai,Mocha,3,124.76,374.28
2025-07-07,S02,Delhi,Espresso,5,53.31,266.55
2025-07-07,S02,Delhi,Latte,5,62.87,314.35
2025-07-07,S02,Delhi,Cappuccino,7,97.63,683.41
2025-07-07,S02,Delhi,Americano,2,112.57,225.14
2025-07-07,S02,Delhi,Mocha,8,122.26,978.08
2025-07-07,S03,Bengaluru,Espresso,4,54.01,216.04
2025-07-07,S03,Bengaluru,Latte,10,76.57,765.7
2025-07-07,S03,Bengaluru,Cappuccino,3,78.24,234.72
2025-07-07,S03,Bengaluru,Americano,9,112.09,1008.81
2025-07-07,S03,Bengaluru,Mocha,5,137.79,688.95
2025-07-07,S04,Chennai,Espresso,7,55.71,389.97
2025-07-07,S04,Chennai,Latte,3,67.71,203.13
2025-07-07,S04,Chennai,Cappuccino,3,84.39,253.17
2025-07-07,S04,Chennai,Americano,5,112.47,562.35
2025-07-07,S04,Chennai,Mocha,7,129.74,908.18
2025-07-07,S05,Kolkata,Espresso,4,45.83,183.32
2025-07-07,S05,Kolkata,Latte,4,68.27,273.08
2025-07-07,S05,Kolkata,Cappuccino,7,95.0,665.0
2025-07-07,S05,Kolkata,Americano,7,109.93,769.51
2025-07-07,S05,Kolkata,Mocha,2,141.45,282.9
2025-07-08,S01,Mumbai,Espresso,6,54.61,327.66
2025-07-08,S01,Mumbai,Latte,6,75.28,451.68
2025-07-08,S01,Mumbai,Cappuccino,8,87.37,698.96
2025-07-08,S01,Mumbai,Americano,4,110.03,440.12
2025-07-08,S01,Mumbai,Mocha,7,118.14,826.98
2025-07-08,S02,Delhi,Espresso,0,58.86,0.0
2025-07-08,S02,Delhi,Latte,2,63.59,127.18
2025-07-08,S02,Delhi,Cappuccino,7,100.5,703.5
2025-07-08,S02,Delhi,Americano,4,107.09,428.36
2025-07-08,S02,Delhi,Mocha,1,129.31,129.31
2025-07-08,S03,Bengaluru,Espresso,5,53.0,265.0
2025-07-08,S03,Bengaluru,Latte,9,65.38,588.42
2025-07-08,S03,Bengaluru,Cappuccino,5,88.07,440.35
2025-07-08,S03,Bengaluru,Americano,6,111.35,668.1
2025-07-08,S03,Bengaluru,Mocha,5,133.94,669.7
2025-07-08,S04,Chennai,Espresso,6,51.85,311.1
2025-07-08,S04,Chennai,Latte,2,70.7,141.4
2025-07-08,S04,Chennai,Cappuccino,5,98.97,494.85
2025-07-08,S04,Chennai,Americano,5,107.73,538.65
2025-07-08,S04,Chennai,Mocha,7,138.29,968.03
2025-07-08,S05,Kolkata,Espresso,3,46.23,138.69
2025-07-08,S05,Kolkata,Latte,8,66.1,528.8
2025-07-08,S05,Kolkata,Cappuccino,4,91.47,365.88
2025-07-08,S05,Kolkata,Americano,2,106.92,213.84
2025-07-08,S05,Kolkata,Mocha,2,127.15,254.3
2025-07-09,S01,Mumbai,Espresso,6,47.63,285.78
2025-07-09,S01,Mumbai,Latte,8,78.13,625.04
2025-07-09,S01,Mumbai,Cappuccino,9,94.78,853.02
2025-07-09,S01,Mumbai,Americano,2,102.92,205.84
2025-07-09,S01,Mumbai,Mocha,6,136.93,821.58
2025-07-09,S02,Delhi,Espresso,4,49.05,196.2
2025-07-09,S02,Delhi,Latte,4,73.53,294.12
2025-07-09,S02,Delhi,Cappuccino,4,85.32,341.28
2025-07-09,S02,Delhi,Americano,8,105.98,847.84
2025-07-09,S02,Delhi,Mocha,4,138.83,555.32
2025-07-09,S03,Bengaluru,Espresso,5,43.39,216.95
2025-07-09,S03,Bengaluru,Latte,13,65.0,845.0
2025-07-09,S03,Bengaluru,Cappuccino,5,88.75,443.75
2025-07-09,S03,Bengaluru,Americano,5,112.57,562.85
2025-07-09,S03,Bengaluru,Mocha,6,120.22,721.32
2025-07-09,S04,Chennai,Espresso,4,58.54,234.16
2025-07-09,S04,Chennai,Latte,4,69.54,278.16
2025-07-09,S04,Chennai,Cappuccino,3,85.3,255.9
2025-07-09,S04,Chennai,Americano,6,106.11,636.66
2025-07-09,S04,Chennai,Mocha,4,131.14,524.56
2025-07-09,S05,Kolkata,Espresso,8,51.55,412.4
2025-07-09,S05,Kolkata,Latte,3,80.41,241.23
2025-07-09,S05,Kolkata,Cappuccino,9,87.78,790.02
2025-07-09,S05,Kolkata,Americano,4,111.42,445.68
2025-07-09,S05,Kolkata,Mocha,6,134.74,808.44
2025-07-10,S01,Mumbai,Espresso,6,57.39,344.34
2025-07-10,S01,Mumbai,Latte,3,74.02,222.06
2025-07-10,S01,Mumbai,Cappuccino,7,87.08,609.56
2025-07-10,S01,Mumbai,Americano,8,115.82,926.56
2025-07-10,S01,Mumbai,Mocha,4,131.75,527.0
2025-07-10,S02,Delhi,Espresso,6,51.36,308.16
2025-07-10,S02,Delhi,Latte,4,67.08,268.32
2025-07-10,S02,Delhi,Cappuccino,4,78.12,312.48
2025-07-10,S02,Delhi,Americano,3,113.01,339.03
2025-07-10,S02,Delhi,Mocha,5,126.65,633.25
2025-07-10,S03,Bengaluru,Espresso,6,50.74,304.44
2025-07-10,S03,Bengaluru,Latte,4,66.65,266.6
2025-07-10,S03,Bengaluru,Cappuccino,9,86.72,780.48
2025-07-10,S03,Bengaluru,Americano,9,104.15,937.35
2025-07-10,S03,Bengaluru,Mocha,3,131.18,393.54
2025-07-10,S04,Chennai,Espresso,7,50.07,350.49
2025-07-10,S04,Chennai,Latte,4,69.1,276.4
2025-07-10,S04,Chennai,Cappuccino,7,81.28,568.96
2025-07-10,S04,Chennai,Americano,4,112.62,450.48
2025-07-10,S04,Chennai,Mocha,11,132.81,1460.91
2025-07-10,S05,Kolkata,Espresso,6,51.2,307.2
2025-07-10,S05,Kolkata,Latte,6,64.81,388.86
2025-07-10,S05,Kolkata,Cappuccino,8,87.76,702.08
2025-07-10,S05,Kolkata,Americano,7,106.14,742.98
2025-07-10,S05,Kolkata,Mocha,4,127.1,508.4
2025-07-11,S01,Mumbai,Espresso,3,50.34,151.02
2025-07-11,S01,Mumbai,Latte,6,74.21,445.26
2025-07-11,S01,Mumbai,Cappuccino,5,90.98,454.9
2025-07-11,S01,Mumbai,Americano,4,117.07,468.28
2025-07-11,S01,Mumbai,Mocha,5,131.86,659.3
2025-07-11,S02,Delhi,Espresso,3,52.99,158.97
2025-07-11,S02,Delhi,Latte,5,69.21,346.05
2025-07-11,S02,Delhi,Cappuccino,4,87.69,350.76
2025-07-11,S02,Delhi,Americano,7,111.41,779.87
2025-07-11,S02,Delhi,Mocha,4,133.68,534.72
2025-07-11,S03,Bengaluru,Espresso,4,42.51,170.04
2025-07-11,S03,Bengaluru,Latte,2,68.68,137.36
2025-07-11,S03,Bengaluru,Cappuccino,6,98.01,588.06
2025-07-11,S03,Bengaluru,Americano,4,113.44,453.76
2025-07-11,S03,Bengaluru,Mocha,5,125.45,627.25
2025-07-11,S04,Chennai,Espresso,8,43.57,348.56
2025-07-11,S04,Chennai,Latte,4,64.5,258.0
2025-07-11,S04,Chennai,Cappuccino,3,104.59,313.77
2025-07-11,S04,Chennai,Americano,1,101.4,101.4
2025-07-11,S04,Chennai,Mocha,9,120.87,1087.83
2025-07-11,S05,Kolkata,Espresso,3,46.29,138.87
2025-07-11,S05,Kolkata,Latte,5,68.87,344.35
2025-07-11,S05,Kolkata,Cappuccino,7,91.09,637.63
2025-07-11,S05,Kolkata,Americano,10,115.31,1153.1
2025-07-11,S05,Kolkata,Mocha,4,125.02,500.08
2025-07-12,S01,Mumbai,Espresso,10,47.67,476.7
2025-07-12,S01,Mumbai,Latte,5,65.77,328.85
2025-07-12,S01,Mumbai,Cappuccino,3,83.08,249.24
2025-07-12,S01,Mumbai,Americano,5,102.88,514.4
2025-07-12,S01,Mumbai,Mocha,8,131.75,1054.0
2025-07-12,S02,Delhi,Espresso,4,51.44,205.76
2025-07-12,S02,Delhi,Latte,7,73.31,513.17
2025-07-12,S02,Delhi,Cappuccino,5,91.1,455.5
2025-07-12,S02,Delhi,Americano,3,115.37,346.11
2025-07-12,S02,Delhi,Mocha,11,128.66,1415.26
2025-07-12,S03,Bengaluru,Espresso,4,55.26,221.04
2025-07-12,S03,Bengaluru,Latte,7,70.32,492.24
2025-07-12,S03,Bengaluru,Cappuccino,2,88.28,176.56
2025-07-12,S03,Bengaluru,Americano,2,108.89,217.78
2025-07-12,S03,Bengaluru,Mocha,6,128.89,773.34
2025-07-12,S04,Chennai,Espresso,9,47.58,428.22
2025-07-12,S04,Chennai,Latte,5,61.86,309.3
2025-07-12,S04,Chennai,Cappuccino,5,93.17,465.85
2025-07-12,S04,Chennai,Americano,6,110.55,663.3
2025-07-12,S04,Chennai,Mocha,9,121.89,1097.01
2025-07-12,S05,Kolkata,Espresso,6,46.28,277.68
2025-07-12,S05,Kolkata,Latte,6,69.71,418.26
2025-07-12,S05,Kolkata,Cappuccino,9,90.12,811.08
2025-07-12,S05,Kolkata,Americano,4,112.63,450.52
2025-07-12,S05,Kolkata,Mocha,6,128.27,769.62
2025-07-13,S01,Mumbai,Espresso,8,40.2,321.6
2025-07-13,S01,Mumbai,Latte,6,69.13,414.78
2025-07-13,S01,Mumbai,Cappuccino,3,89.85,269.55
2025-07-13,S01,Mumbai,Americano,3,104.84,314.52
2025-07-13,S01,Mumbai,Mocha,2,127.82,255.64
2025-07-13,S02,Delhi,Espresso,4,54.62,218.48
2025-07-13,S02,Delhi,Latte,3,66.2,198.6
2025-07-13,S02,Delhi,Cappuccino,6,99.14,594.84
2025-07-13,S02,Delhi,Americano,4,99.69,398.76
2025-07-13,S02,Delhi,Mocha,3,128.85,386.55
2025-07-13,S03,Bengaluru,Espresso,3,52.78,158.34
2025-07-13,S03,Bengaluru,Latte,7,75.83,530.81
2025-07-13,S03,Bengaluru,Cappuccino,5,91.97,459.85
2025-07-13,S03,Bengaluru,Americano,5,113.84,569.2
2025-07-13,S03,Bengaluru,Mocha,5,132.0,660.0
2025-07-13,S04,Chennai,Espresso,5,50.03,250.15
2025-07-13,S04,Chennai,Latte,4,79.43,317.72
2025-07-13,S04,Chennai,Cappuccino,4,87.21,348.84
2025-07-13,S04,Chennai,Americano,1,110.27,110.27
2025-07-13,S04,Chennai,Mocha,3,138.69,416.07
2025-07-13,S05,Kolkata,Espresso,9,58.61,527.49
2025-07-13,S05,Kolkata,Latte,4,64.31,257.24
2025-07-13,S05,Kolkata,Cappuccino,5,84.86,424.3
2025-07-13,S05,Kolkata,Americano,2,102.86,205.72
2025-07-13,S05,Kolkata,Mocha,5,127.85,639.25
2025-07-14,S01,Mumbai,Espresso,6,47.48,284.88
2025-07-14,S01,Mumbai,Latte,6,60.18,361.08
2025-07-14,S01,Mumbai,Cappuccino,8,87.2,697.6
2025-07-14,S01,Mumbai,Americano,7,118.86,832.02
2025-07-14,S01,Mumbai,Mocha,3,139.39,418.17
2025-07-14,S02,Delhi,Espresso,2,46.14,92.28
2025-07-14,S02,Delhi,Latte,1,62.42,62.42
2025-07-14,S02,Delhi,Cappuccino,3,92.31,276.93
2025-07-14,S02,Delhi,Americano,6,113.38,680.28
2025-07-14,S02,Delhi,Mocha,4,121.82,487.28
2025-07-14,S03,Bengaluru,Espresso,3,42.99,128.97
2025-07-14,S03,Bengaluru,Latte,3,63.24,189.72
2025-07-14,S03,Bengaluru,Cappuccino,3,89.84,269.52
2025-07-14,S03,Bengaluru,Americano,8,101.22,809.76
2025-07-14,S03,Bengaluru,Mocha,7,136.39,954.73
2025-07-14,S04,Chennai,Espresso,4,48.59,194.36
2025-07-14,S04,Chennai,Latte,7,65.2,456.4
2025-07-14,S04,Chennai,Cappuccino,3,88.44,265.32
2025-07-14,S04,Chennai,Americano,2,106.22,212.44
2025-07-14,S04,Chennai,Mocha,3,132.24,396.72
2025-07-14,S05,Kolkata,Espresso,8,45.52,364.16
2025-07-14,S05,Kolkata,Latte,3,68.33,204.99
2025-07-14,S05,Kolkata,Cappuccino,4,94.3,377.2
2025-07-14,S05,Kolkata,Americano,4,104.68,418.72
2025-07-14,S05,Kolkata,Mocha,9,125.47,1129.23
2025-07-15,S01,Mumbai,Espresso,4,50.52,202.08
2025-07-15,S01,Mumbai,Latte,5,71.18,355.9
2025-07-15,S01,Mumbai,Cappuccino,3,87.02,261.06
2025-07-15,S01,Mumbai,Americano,7,119.48,836.36
2025-07-15,S01,Mumbai,Mocha,2,133.1,266.2
2025-07-15,S02,Delhi,Espresso,4,49.86,199.44
2025-07-15,S02,Delhi,Latte,4,72.24,288.96
2025-07-15,S02,Delhi,Cappuccino,5,84.41,422.05
2025-07-15,S02,Delhi,Americano,7,113.49,794.43
2025-07-15,S02,Delhi,Mocha,3,133.3,399.9
2025-07-15,S03,Bengaluru,Espresso,4,53.15,212.6
2025-07-15,S03,Bengaluru,Latte,11,63.81,701.91
2025-07-15,S03,Bengaluru,Cappuccino,1,89.6,89.6
2025-07-15,S03,Bengaluru,Americano,0,120.36,0.0
2025-07-15,S03,Bengaluru,Mocha,3,134.75,404.25
2025-07-15,S04,Chennai,Espresso,5,39.58,197.9
2025-07-15,S04,Chennai,Latte,4,64.13,256.52
2025-07-15,S04,Chennai,Cappuccino,6,96.24,577.44
2025-07-15,S04,Chennai,Americano,4,108.03,432.12
2025-07-15,S04,Chennai,Mocha,6,134.1,804.6
2025-07-15,S05,Kolkata,Espresso,5,58.07,290.35
2025-07-15,S05,Kolkata,Latte,5,61.85,309.25
2025-07-15,S05,Kolkata,Cappuccino,2,78.64,157.28
2025-07-15,S05,Kolkata,Americano,5,104.71,523.55
2025-07-15,S05,Kolkata,Mocha,4,131.48,525.92
2025-07-16,S01,Mumbai,Espresso,8,40.51,324.08
2025-07-16,S01,Mumbai,Latte,7,61.79,432.53
2025-07-16,S01,Mumbai,Cappuccino,4,88.68,354.72
2025-07-16,S01,Mumbai,Americano,8,105.98,847.84
2025-07-16,S01,Mumbai,Mocha,3,136.44,409.32
2025-07-16,S02,Delhi,Espresso,9,49.97,449.73
2025-07-16,S02,Delhi,Latte,4,66.7,266.8
2025-07-16,S02,Delhi,Cappuccino,1,93.07,93.07
2025-07-16,S02,Delhi,Americano,3,115.53,346.59
2025-07-16,S02,Delhi,Mocha,5,125.84,629.2
2025-07-16,S03,Bengaluru,Espresso,9,44.1,396.9
2025-07-16,S03,Bengaluru,Latte,1,65.01,65.01
2025-07-16,S03,Bengaluru,Cappuccino,3,95.32,285.96
2025-07-16,S03,Bengaluru,Americano,7,111.27,778.89
2025-07-16,S03,Bengaluru,Mocha,6,127.75,766.5
2025-07-16,S04,Chennai,Espresso,4,45.98,183.92
2025-07-16,S04,Chennai,Latte,2,77.24,154.48
2025-07-16,S04,Chennai,Cappuccino,7,83.35,583.45
2025-07-16,S04,Chennai,Americano,6,116.14,696.84
2025-07-16,S04,Chennai,Mocha,5,129.1,645.5
2025-07-16,S05,Kolkata,Espresso,5,52.42,262.1
2025-07-16,S05,Kolkata,Latte,1,68.99,68.99
2025-07-16,S05,Kolkata,Cappuccino,5,92.72,463.6
2025-07-16,S05,Kolkata,Americano,5,109.4,547.0
2025-07-16,S05,Kolkata,Mocha,5,124.21,621.05
2025-07-17,S01,Mumbai,Espresso,3,51.84,155.52
2025-07-17,S01,Mumbai,Latte,4,71.25,285.0
2025-07-17,S01,Mumbai,Cappuccino,3,85.23,255.69
2025-07-17,S01,Mumbai,Americano,8,110.92,887.36
2025-07-17,S01,Mumbai,Mocha,3,131.52,394.56
2025-07-17,S02,Delhi,Espresso,5,44.69,223.45
2025-07-17,S02,Delhi,Latte,1,80.91,80.91
2025-07-17,S02,Delhi,Cappuccino,6,84.61,507.66
2025-07-17,S02,Delhi,Americano,5,110.75,553.75
2025-07-17,S02,Delhi,Mocha,3,133.87,401.61
2025-07-17,S03,Bengaluru,Espresso,3,44.17,132.51
2025-07-17,S03,Bengaluru,Latte,5,63.85,319.25
2025-07-17,S03,Bengaluru,Cappuccino,8,92.88,743.04
2025-07-17,S03,Bengaluru,Americano,4,119.6,478.4
2025-07-17,S03,Bengaluru,Mocha,6,132.07,792.42
2025-07-17,S04,Chennai,Espresso,6,51.5,309.0
2025-07-17,S04,Chennai,Latte,9,71.12,640.08
2025-07-17,S04,Chennai,Cappuccino,6,89.35,536.1
2025-07-17,S04,Chennai,Americano,6,110.7,664.2
2025-07-17,S04,Chennai,Mocha,4,120.85,483.4
2025-07-17,S05,Kolkata,Espresso,7,43.67,305.69
2025-07-17,S05,Kolkata,Latte,8,64.52,516.16
2025-07-17,S05,Kolkata,Cappuccino,3,89.14,267.42
2025-07-17,S05,Kolkata,Americano,4,105.35,421.4
2025-07-17,S05,Kolkata,Mocha,3,129.33,387.99
2025-07-18,S01,Mumbai,Espresso,2,50.01,100.02
2025-07-18,S01,Mumbai,Latte,4,70.33,281.32
2025-07-18,S01,Mumbai,Cappuccino,4,89.92,359.68
2025-07-18,S01,Mumbai,Americano,3,103.07,309.21
2025-07-18,S01,Mumbai,Mocha,7,125.4,877.8
2025-07-18,S02,Delhi,Espresso,3,49.45,148.35
2025-07-18,S02,Delhi,Latte,5,58.23,291.15
2025-07-18,S02,Delhi,Cappuccino,3,93.55,280.65
2025-07-18,S02,Delhi,Americano,5,110.96,554.8
2025-07-18,S02,Delhi,Mocha,5,134.84,674.2
2025-07-18,S03,Bengaluru,Espresso,7,46.85,327.95
2025-07-18,S03,Bengaluru,Latte,5,66.29,331.45
2025-07-18,S03,Bengaluru,Cappuccino,7,79.05,553.35
2025-07-18,S03,Bengaluru,Americano,4,98.48,393.92
2025-07-18,S03,Bengaluru,Mocha,3,134.99,404.97
2025-07-18,S04,Chennai,Espresso,4,59.14,236.56
2025-07-18,S04,Chennai,Latte,3,69.72,209.16
2025-07-18,S04,Chennai,Cappuccino,5,94.35,471.75
2025-07-18,S04,Chennai,Americano,2,102.08,204.16
2025-07-18,S04,Chennai,Mocha,6,136.41,818.46
2025-07-18,S05,Kolkata,Espresso,7,58.28,407.96
2025-07-18,S05,Kolkata,Latte,3,72.39,217.17
2025-07-18,S05,Kolkata,Cappuccino,3,94.95,284.85
2025-07-18,S05,Kolkata,Americano,3,119.48,358.44
2025-07-18,S05,Kolkata,Mocha,10,132.12,1321.2
2025-07-19,S01,Mumbai,Espresso,4,55.93,223.72
2025-07-19,S01,Mumbai,Latte,8,70.96,567.68
2025-07-19,S01,Mumbai,Cappuccino,4,87.64,350.56
2025-07-19,S01,Mumbai,Americano,5,113.1,565.5
2025-07-19,S01,Mumbai,Mocha,10,121.55,1215.5
2025-07-19,S02,Delhi,Espresso,11,42.56,468.16
2025-07-19,S02,Delhi,Latte,7,66.61,466.27
2025-07-19,S02,Delhi,Cappuccino,7,85.18,596.26
2025-07-19,S02,Delhi,Americano,9,115.89,1043.01
2025-07-19,S02,Delhi,Mocha,6,132.97,797.82
2025-07-19,S03,Bengaluru,Espresso,1,53.97,53.97
2025-07-19,S03,Bengaluru,Latte,9,66.56,599.04
2025-07-19,S03,Bengaluru,Cappuccino,0,85.05,0.0
2025-07-19,S03,Bengaluru,Americano,8,116.08,928.64
2025-07-19,S03,Bengaluru,Mocha,12,134.28,1611.36
2025-07-19,S04,Chennai,Espresso,4,47.5,190.0
2025-07-19,S04,Chennai,Latte,7,68.41,478.87
2025-07-19,S04,Chennai,Cappuccino,4,87.68,350.72
2025-07-19,S04,Chennai,Americano,9,110.44,993.96
2025-07-19,S04,Chennai,Mocha,3,128.58,385.74
2025-07-19,S05,Kolkata,Espresso,6,52.86,317.16
2025-07-19,S05,Kolkata,Latte,4,73.24,292.96
2025-07-19,S05,Kolkata,Cappuccino,4,85.3,341.2
2025-07-19,S05,Kolkata,Americano,2,115.73,231.46
2025-07-19,S05,Kolkata,Mocha,4,127.21,508.84
2025-07-20,S01,Mumbai,Espresso,8,45.95,367.6
2025-07-20,S01,Mumbai,Latte,8,70.9,567.2
2025-07-20,S01,Mumbai,Cappuccino,5,100.96,504.8
2025-07-20,S01,Mumbai,Americano,10,113.76,1137.6
2025-07-20,S01,Mumbai,Mocha,2,131.78,263.56
2025-07-20,S02,Delhi,Espresso,6,51.67,310.02
2025-07-20,S02,Delhi,Latte,2,66.48,132.96
2025-07-20,S02,Delhi,Cappuccino,3,79.13,237.39
2025-07-20,S02,Delhi,Americano,4,110.01,440.04
2025-07-20,S02,Delhi,Mocha,8,129.42,1035.36
2025-07-20,S03,Bengaluru,Espresso,8,47.64,381.12
2025-07-20,S03,Bengaluru,Latte,6,68.18,409.08
2025-07-20,S03,Bengaluru,Cappuccino,3,82.83,248.49
2025-07-20,S03,Bengaluru,Americano,6,115.15,690.9
2025-07-20,S03,Bengaluru,Mocha,7,131.33,919.31
2025-07-20,S04,Chennai,Espresso,8,54.49,435.92
2025-07-20,S04,Chennai,Latte,3,68.26,204.78
2025-07-20,S04,Chennai,Cappuccino,2,88.47,176.94
2025-07-20,S04,Chennai,Americano,11,109.4,1203.4
2025-07-20,S04,Chennai,Mocha,5,129.67,648.35
2025-07-20,S05,Kolkata,Espresso,10,56.7,567.0
2025-07-20,S05,Kolkata,Latte,4,65.73,262.92
2025-07-20,S05,Kolkata,Cappuccino,3,93.12,279.36
2025-07-20,S05,Kolkata,Americano,6,108.68,652.08
2025-07-20,S05,Kolkata,Mocha,2,129.68,259.36
2025-07-21,S01,Mumbai,Espresso,5,48.29,241.45
2025-07-21,S01,Mumbai,Latte,9,66.2,595.8
2025-07-21,S01,Mumbai,Cappuccino,5,97.13,485.65
2025-07-21,S01,Mumbai,Americano,4,111.48,445.92
2025-07-21,S01,Mumbai,Mocha,1,119.3,119.3
2025-07-21,S02,Delhi,Espresso,4,52.46,209.84
2025-07-21,S02,Delhi,Latte,3,75.55,226.65
2025-07-21,S02,Delhi,Cappuccino,3,93.73,281.19
2025-07-21,S02,Delhi,Americano,4,98.49,393.96
2025-07-21,S02,Delhi,Mocha,4,132.14,528.56
2025-07-21,S03,Bengaluru,Espresso,7,42.59,298.13
2025-07-21,S03,Bengaluru,Latte,5,72.76,363.8
2025-07-21,S03,Bengaluru,Cappuccino,8,85.33,682.64
2025-07-21,S03,Bengaluru,Americano,8,104.41,835.28
2025-07-21,S03,Bengaluru,Mocha,8,124.38,995.04
2025-07-21,S04,Chennai,Espresso,5,44.88,224.4
2025-07-21,S04,Chennai,Latte,4,62.36,249.44
2025-07-21,S04,Chennai,Cappuccino,4,93.71,374.84
2025-07-21,S04,Chennai,Americano,4,114.28,457.12
2025-07-21,S04,Chennai,Mocha,7,129.59,907.13
2025-07-21,S05,Kolkata,Espresso,1,40.96,40.96
2025-07-21,S05,Kolkata,Latte,6,69.01,414.06
2025-07-21,S05,Kolkata,Cappuccino,5,89.91,449.55
2025-07-21,S05,Kolkata,Americano,5,112.21,561.05
2025-07-21,S05,Kolkata,Mocha,4,126.02,504.08
2025-07-22,S01,Mumbai,Espresso,3,59.14,177.42
2025-07-22,S01,Mumbai,Latte,8,77.02,616.16
2025-07-22,S01,Mumbai,Cappuccino,4,92.88,371.52
2025-07-22,S01,Mumbai,Americano,5,111.06,555.3
2025-07-22,S01,Mumbai,Mocha,5,138.12,690.6
2025-07-22,S02,Delhi,Espresso,6,44.15,264.9
2025-07-22,S02,Delhi,Latte,7,76.49,535.43
2025-07-22,S02,Delhi,Cappuccino,3,85.79,257.37
2025-07-22,S02,Delhi,Americano,6,102.41,614.46
2025-07-22,S02,Delhi,Mocha,1,132.0,132.0
2025-07-22,S03,Bengaluru,Espresso,7,51.01,357.07
2025-07-22,S03,Bengaluru,Latte,3,73.11,219.33
2025-07-22,S03,Bengaluru,Cappuccino,11,92.26,1014.86
2025-07-22,S03,Bengaluru,Americano,6,110.49,662.94
2025-07-22,S03,Bengaluru,Mocha,8,122.16,977.28
2025-07-22,S04,Chennai,Espresso,8,47.47,379.76
2025-07-22,S04,Chennai,Latte,4,69.32,277.28
2025-07-22,S04,Chennai,Cappuccino,10,83.76,837.6
2025-07-22,S04,Chennai,Americano,5,103.86,519.3
2025-07-22,S04,Chennai,Mocha,9,119.6,1076.4
2025-07-22,S05,Kolkata,Espresso,5,47.58,237.9
2025-07-22,S05,Kolkata,Latte,2,69.62,139.24
2025-07-22,S05,Kolkata,Cappuccino,7,84.38,590.66
2025-07-22,S05,Kolkata,Americano,6,108.77,652.62
2025-07-22,S05,Kolkata,Mocha,6,132.11,792.66
2025-07-23,S01,Mumbai,Espresso,3,59.26,177.78
2025-07-23,S01,Mumbai,Latte,9,70.87,637.83
2025-07-23,S01,Mumbai,Cappuccino,3,88.96,266.88
2025-07-23,S01,Mumbai,Americano,1,114.56,114.56
2025-07-23,S01,Mumbai,Mocha,6,131.13,786.78
2025-07-23,S02,Delhi,Espresso,3,45.59,136.77
2025-07-23,S02,Delhi,Latte,2,69.73,139.46
2025-07-23,S02,Delhi,Cappuccino,9,94.72,852.48
2025-07-23,S02,Delhi,Americano,3,106.35,319.05
2025-07-23,S02,Delhi,Mocha,4,130.33,521.32
2025-07-23,S03,Bengaluru,Espresso,6,49.35,296.1
2025-07-23,S03,Bengaluru,Latte,6,68.14,408.84
2025-07-23,S03,Bengaluru,Cappuccino,5,93.05,465.25
2025-07-23,S03,Bengaluru,Americano,2,115.26,230.52
2025-07-23,S03,Bengaluru,Mocha,5,128.6,643.0
2025-07-23,S04,Chennai,Espresso,3,49.06,147.18
2025-07-23,S04,Chennai,Latte,1,70.11,70.11
2025-07-23,S04,Chennai,Cappuccino,5,92.06,460.3
2025-07-23,S04,Chennai,Americano,3,110.28,330.84
2025-07-23,S04,Chennai,Mocha,6,129.93,779.58
2025-07-23,S05,Kolkata,Espresso,2,50.98,101.96
2025-07-23,S05,Kolkata,Latte,5,72.67,363.35
2025-07-23,S05,Kolkata,Cappuccino,6,81.43,488.58
2025-07-23,S05,Kolkata,Americano,10,107.75,1077.5
2025-07-23,S05,Kolkata,Mocha,4,129.26,517.04
2025-07-24,S01,Mumbai,Espresso,4,50.89,203.56
2025-07-24,S01,Mumbai,Latte,2,63.21,126.42
2025-07-24,S01,Mumbai,Cappuccino,6,96.06,576.36
2025-07-24,S01,Mumbai,Americano,7,116.83,817.81
2025-07-24,S01,Mumbai,Mocha,5,135.66,678.3
2025-07-24,S02,Delhi,Espresso,8,45.88,367.04
2025-07-24,S02,Delhi,Latte,4,71.45,285.8
2025-07-24,S02,Delhi,Cappuccino,4,93.96,375.84
2025-07-24,S02,Delhi,Americano,13,112.65,1464.45
